"","Pools","Year","Max_RSYL_Date","Max_RSYL","Max_AMAC_Date","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","PDSI"
"2426","GETTkn14",2005,"3/22/2005",0,"4/6/2005",3,19,8.3,2.9,"GET",39.78559,-77.24685,8,39.8026573719008,0.01
"2427","GETTkn14",2006,"4/17/2006",0,"4/17/2006",0,11,6.5,2.8,"GET",39.78559,-77.24685,8,39.8026573719008,-1.32
"2428","GETTkn14",2007,"4/1/2007",0,"4/1/2007",0,18,13.7,2.2,"GET",39.78559,-77.24685,8,39.8026573719008,-0.13
"2429","GETTkn14",2012,"3/28/2012",0,"3/28/2012",38,40,19.5,2.6,"GET",39.78559,-77.24685,8,39.8026573719008,-1.74
"2430","GETTkn14",2015,"6/26/2015",0,"6/26/2015",0,37,2.7,2.6,"GET",39.78559,-77.24685,8,39.8026573719008,-1.14
"2431","GETTkn14",2016,"4/22/2016",0,"4/22/2016",23,29,3,2,"GET",39.78559,-77.24685,8,39.8026573719008,-1.47
"2432","GETTkn14",2017,"4/17/2017",1,"4/17/2017",12,31,2.3,2,"GET",39.78559,-77.24685,8,39.8026573719008,-3.02
"2433","GETTkn14",2018,"7/5/2018",0,"7/5/2018",0,17,1,0.8,"GET",39.78559,-77.24685,8,39.8026573719008,0.91
"2434","GETTkn15",2015,"6/26/2015",0,"6/26/2015",0,14.5,16.5,10,"GET",39.81977,-77.2152,4,39.8026573719008,-1.14
"2435","GETTkn15",2016,"4/22/2016",0,"4/22/2016",0,90,3,2,"GET",39.81977,-77.2152,4,39.8026573719008,-1.47
"2436","GETTkn15",2017,"4/17/2017",0,"4/17/2017",0,16,16,8.8,"GET",39.81977,-77.2152,4,39.8026573719008,-3.02
"2437","GETTkn15",2018,"4/23/2018",2,"4/23/2018",0,46,64,6.4,"GET",39.81977,-77.2152,4,39.8026573719008,0.91
"2438","GETTkn2",2005,"3/19/2005",0,"4/27/2005",1,52,18.25,6.5,"GET",39.794552,-77.275769,8,39.8026573719008,0.01
"2439","GETTkn2",2006,"4/18/2006",0,"4/18/2006",0,40,13,5.4,"GET",39.794552,-77.275769,8,39.8026573719008,-1.32
"2440","GETTkn2",2007,"4/13/2007",0,"4/13/2007",0,63.5,20.5,7,"GET",39.794552,-77.275769,8,39.8026573719008,-0.13
"2441","GETTkn2",2014,"6/26/2014",0,"6/26/2014",0,75,13.5,8.2,"GET",39.794552,-77.275769,8,39.8026573719008,2.16
"2442","GETTkn2",2015,"6/26/2015",0,"6/26/2015",0,85,16.4,10.2,"GET",39.794552,-77.275769,8,39.8026573719008,-1.14
"2443","GETTkn2",2016,"4/22/2016",0,"4/22/2016",0,100,20.8,5.6,"GET",39.794552,-77.275769,8,39.8026573719008,-1.47
"2444","GETTkn2",2017,"4/17/2017",0,"4/17/2017",0,81,15.4,6.6,"GET",39.794552,-77.275769,8,39.8026573719008,-3.02
"2445","GETTkn2",2018,"7/5/2018",0,"7/5/2018",0,55,11,5.5,"GET",39.794552,-77.275769,8,39.8026573719008,0.91
"2446","GETTkn3",2005,"3/19/2005",0,"3/19/2005",0,48,72.1,46,"GET",39.79139,-77.27346,4,39.8026573719008,0.01
"2447","GETTkn3",2015,"6/26/2015",0,"6/26/2015",0,35,57.5,42.8,"GET",39.79139,-77.27346,4,39.8026573719008,-1.14
"2448","GETTkn3",2016,"6/10/2016",0,"6/10/2016",0,24,66.4,29.4,"GET",39.79139,-77.27346,4,39.8026573719008,-1.47
"2449","GETTkn3",2017,"4/17/2017",0,"4/17/2017",0,21,114,32.4,"GET",39.79139,-77.27346,4,39.8026573719008,-3.02
"2450","GETTkn4",2005,"4/21/2005",19,"4/21/2005",21,65,8.3,4.5,"GET",39.79373,-77.24762,9,39.8026573719008,0.01
"2451","GETTkn4",2006,"4/13/2006",2,"4/24/2006",18,58,6.9,4.2,"GET",39.79373,-77.24762,9,39.8026573719008,-1.32
"2452","GETTkn4",2007,"4/1/2007",8,"4/1/2007",24,53,8.9,4.2,"GET",39.79373,-77.24762,9,39.8026573719008,-0.13
"2453","GETTkn4",2012,"3/28/2012",5,"3/28/2012",56,60,6.2,4.3,"GET",39.79373,-77.24762,9,39.8026573719008,-1.74
"2454","GETTkn4",2014,"6/26/2014",0,"6/26/2014",0,37,4,2,"GET",39.79373,-77.24762,9,39.8026573719008,2.16
"2455","GETTkn4",2015,"6/26/2015",0,"6/26/2015",0,100,9.6,3.5,"GET",39.79373,-77.24762,9,39.8026573719008,-1.14
"2456","GETTkn4",2016,"4/22/2016",0,"4/22/2016",64,37,5,3.5,"GET",39.79373,-77.24762,9,39.8026573719008,-1.47
"2457","GETTkn4",2017,"4/17/2017",0,"4/17/2017",63,50,4.6,2.8,"GET",39.79373,-77.24762,9,39.8026573719008,-3.02
"2458","GETTkn4",2018,"4/23/2018",0,"4/23/2018",38,69,7,3.8,"GET",39.79373,-77.24762,9,39.8026573719008,0.91
"2459","GETTkn5",2005,"3/20/2005",0,"4/21/2005",34,45,2.3,2.2,"GET",39.79574,-77.23755,9,39.8026573719008,0.01
"2460","GETTkn5",2006,"4/13/2006",0,"4/24/2006",9,45,2.3,2,"GET",39.79574,-77.23755,9,39.8026573719008,-1.32
"2461","GETTkn5",2007,"4/1/2007",0,"4/1/2007",46,50,2.8,2.2,"GET",39.79574,-77.23755,9,39.8026573719008,-0.13
"2462","GETTkn5",2012,"3/28/2012",0,"3/28/2012",7,65,3,1.8,"GET",39.79574,-77.23755,9,39.8026573719008,-1.74
"2463","GETTkn5",2014,"6/26/2014",0,"6/26/2014",0,23,2.4,1.9,"GET",39.79574,-77.23755,9,39.8026573719008,2.16
"2464","GETTkn5",2015,"6/26/2015",0,"6/26/2015",0,69,3.1,2.6,"GET",39.79574,-77.23755,9,39.8026573719008,-1.14
"2465","GETTkn5",2016,"4/22/2016",0,"4/22/2016",1,57,2.5,1.9,"GET",39.79574,-77.23755,9,39.8026573719008,-1.47
"2466","GETTkn5",2017,"4/17/2017",0,"4/17/2017",2,54,3.1,2.1,"GET",39.79574,-77.23755,9,39.8026573719008,-3.02
"2467","GETTkn5",2018,"4/23/2018",0,"4/23/2018",0,62,3.25,2,"GET",39.79574,-77.23755,9,39.8026573719008,0.91
"2468","GETTkn7",2005,"4/6/2005",5,"4/6/2005",18,33,25.8,3.7,"GET",39.791737,-77.24475,8,39.8026573719008,0.01
"2469","GETTkn7",2006,"4/13/2006",3,"4/24/2006",6,30,15.2,3.6,"GET",39.791737,-77.24475,8,39.8026573719008,-1.32
"2470","GETTkn7",2007,"4/1/2007",0,"4/1/2007",11,23,17.8,3.3,"GET",39.791737,-77.24475,8,39.8026573719008,-0.13
"2471","GETTkn7",2012,"3/28/2012",0,"3/28/2012",10,34,25,4,"GET",39.791737,-77.24475,8,39.8026573719008,-1.74
"2472","GETTkn7",2014,"6/26/2014",0,"6/26/2014",0,31,19.5,2.3,"GET",39.791737,-77.24475,8,39.8026573719008,2.16
"2473","GETTkn7",2015,"6/26/2015",0,"6/26/2015",0,86,67,6.8,"GET",39.791737,-77.24475,8,39.8026573719008,-1.14
"2474","GETTkn7",2016,"4/22/2016",0,"4/22/2016",13,22,33,2.1,"GET",39.791737,-77.24475,8,39.8026573719008,-1.47
"2475","GETTkn7",2017,"4/17/2017",0,"4/17/2017",3,31,26.4,3,"GET",39.791737,-77.24475,8,39.8026573719008,-3.02
"2476","CVNWR113 I-3",2005,"4/6/2005",2,"4/6/2005",0,22,3,2,"CVN",39.09544444,-79.38397222,14,39.102593612926,0.31
"2477","CVNWR113 I-3",2006,"3/29/2006",0,"3/29/2006",0,13,4.1,2.5,"CVN",39.09544444,-79.38397222,14,39.102593612926,-2.16
"2478","CVNWR113 I-3",2007,"4/3/2007",0,"4/20/2007",1,18,4.6,3.5,"CVN",39.09544444,-79.38397222,14,39.102593612926,-0.88
"2479","CVNWR113 I-3",2008,"3/24/2008",0,"3/24/2008",0,16,3.9,2.6,"CVN",39.09544444,-79.38397222,14,39.102593612926,1.54
"2480","CVNWR113 I-3",2009,"3/23/2009",0,"3/23/2009",0,82,4.2,2.2,"CVN",39.09544444,-79.38397222,14,39.102593612926,-1.44
"2481","CVNWR113 I-3",2010,"4/4/2010",0,"4/4/2010",0,10,2.9,1.8,"CVN",39.09544444,-79.38397222,14,39.102593612926,-0.67
"2482","CVNWR113 I-3",2011,"3/29/2011",0,"4/25/2011",1,11,3.1,1.9,"CVN",39.09544444,-79.38397222,14,39.102593612926,0.93
"2483","CVNWR113 I-3",2012,"3/21/2012",0,"3/21/2012",0,5,4.3,2.3,"CVN",39.09544444,-79.38397222,14,39.102593612926,-0.78
"2484","CVNWR113 I-3",2013,"4/11/2013",0,"4/11/2013",0,8,3.85,2.5,"CVN",39.09544444,-79.38397222,14,39.102593612926,-0.54
"2485","CVNWR113 I-3",2014,"4/9/2014",0,"4/9/2014",0,9,4.1,1.7,"CVN",39.09544444,-79.38397222,14,39.102593612926,-0.3
"2486","CVNWR113 I-3",2015,"4/6/2015",0,"4/6/2015",0,11,4.2,1.9,"CVN",39.09544444,-79.38397222,14,39.102593612926,0.83
"2487","CVNWR113 I-3",2016,"3/22/2016",0,"3/22/2016",0,9.1,4.4,1.9,"CVN",39.09544444,-79.38397222,14,39.102593612926,-1.63
"2488","CVNWR113 I-3",2017,"3/29/2017",0,"3/29/2017",0,9.1,3.84,1.89,"CVN",39.09544444,-79.38397222,14,39.102593612926,0.16
"2489","CVNWR113 I-3",2018,"4/27/2018",0,"4/27/2018",0,7.5,3.8,1.9,"CVN",39.09544444,-79.38397222,14,39.102593612926,1.69
"2490","CVNWR115-18A",2005,"4/1/2005",1,"4/1/2005",0,10,6,2,"CVN",39.08891667,-79.38266667,4,39.102593612926,0.31
"2491","CVNWR115-18A",2009,"3/31/2009",0,"3/31/2009",0,9,6.4,2.8,"CVN",39.08891667,-79.38266667,4,39.102593612926,-1.44
"2492","CVNWR115-18A",2015,"4/15/2015",0,"4/15/2015",0,4.5,4.6,2.45,"CVN",39.08891667,-79.38266667,4,39.102593612926,0.83
"2493","CVNWR115-18A",2016,"3/23/2016",0,"3/23/2016",0,2.4,4.3,1.3,"CVN",39.08891667,-79.38266667,4,39.102593612926,-1.63
"2494","CVNWR115-18B",2005,"4/1/2005",1,"4/1/2005",0,18,8,2,"CVN",39.08858333,-79.38302778,13,39.102593612926,0.31
"2495","CVNWR115-18B",2006,"3/31/2006",0,"3/31/2006",0,6,1.7,0.8,"CVN",39.08858333,-79.38302778,13,39.102593612926,-2.16
"2496","CVNWR115-18B",2007,"4/4/2007",0,"4/4/2007",0,16,4.2,2.1,"CVN",39.08858333,-79.38302778,13,39.102593612926,-0.88
"2497","CVNWR115-18B",2008,"3/28/2008",0,"3/28/2008",0,8,2.1,1.7,"CVN",39.08858333,-79.38302778,13,39.102593612926,1.54
"2498","CVNWR115-18B",2009,"3/31/2009",0,"3/31/2009",0,16,3.8,1.9,"CVN",39.08858333,-79.38302778,13,39.102593612926,-1.44
"2499","CVNWR115-18B",2011,"3/31/2011",0,"3/31/2011",0,16,3.8,2.5,"CVN",39.08858333,-79.38302778,13,39.102593612926,0.93
"2500","CVNWR115-18B",2012,"3/21/2012",0,"3/21/2012",0,6,1.5,1.4,"CVN",39.08858333,-79.38302778,13,39.102593612926,-0.78
"2501","CVNWR115-18B",2013,"4/11/2013",0,"4/11/2013",0,13,2.9,1.8,"CVN",39.08858333,-79.38302778,13,39.102593612926,-0.54
"2502","CVNWR115-18B",2014,"4/9/2014",0,"4/9/2014",0,1.8,0.9,0.6,"CVN",39.08858333,-79.38302778,13,39.102593612926,-0.3
"2503","CVNWR115-18B",2015,"4/6/2015",0,"4/6/2015",0,10,3.23,1.64,"CVN",39.08858333,-79.38302778,13,39.102593612926,0.83
"2504","CVNWR115-18B",2016,"3/23/2016",0,"3/23/2016",0,13.7,3.9,2.7,"CVN",39.08858333,-79.38302778,13,39.102593612926,-1.63
"2505","CVNWR115-18B",2017,"3/29/2017",0,"3/29/2017",0,11.5,3.26,1.38,"CVN",39.08858333,-79.38302778,13,39.102593612926,0.16
"2506","CVNWR115-18B",2018,"4/27/2018",0,"4/27/2018",0,9,2.3,1.7,"CVN",39.08858333,-79.38302778,13,39.102593612926,1.69
"2507","CVNWR115-18C",2005,"4/1/2005",0,"4/1/2005",0,14,18,1,"CVN",39.08866667,-79.383,10,39.102593612926,0.31
"2508","CVNWR115-18C",2008,"3/28/2008",0,"3/28/2008",0,4,1.8,0.7,"CVN",39.08866667,-79.383,10,39.102593612926,1.54
"2509","CVNWR115-18C",2009,"3/31/2009",0,"3/31/2009",0,17,6.2,1.7,"CVN",39.08866667,-79.383,10,39.102593612926,-1.44
"2510","CVNWR115-18C",2011,"3/31/2011",0,"3/31/2011",0,20,7.2,2.1,"CVN",39.08866667,-79.383,10,39.102593612926,0.93
"2511","CVNWR115-18C",2013,"4/11/2013",0,"4/11/2013",0,18,6.85,1.8,"CVN",39.08866667,-79.383,10,39.102593612926,-0.54
"2512","CVNWR115-18C",2014,"4/9/2014",0,"4/9/2014",0,6.5,3.7,1,"CVN",39.08866667,-79.383,10,39.102593612926,-0.3
"2513","CVNWR115-18C",2015,"4/6/2015",0,"4/6/2015",0,18,7,1.83,"CVN",39.08866667,-79.383,10,39.102593612926,0.83
"2514","CVNWR115-18C",2016,"3/23/2016",0,"3/23/2016",0,3.7,3.6,1.1,"CVN",39.08866667,-79.383,10,39.102593612926,-1.63
"2515","CVNWR115-18C",2017,"3/29/2017",0,"3/29/2017",0,16.4,6.78,1.84,"CVN",39.08866667,-79.383,10,39.102593612926,0.16
"2516","CVNWR115-18C",2018,"4/27/2008",0,"4/27/2008",0,16.5,2.3,7.2,"CVN",39.08866667,-79.383,10,39.102593612926,1.69
"2517","CVNWR115-19B",2005,"4/1/2005",0,"4/1/2005",0,10,4.8,3,"CVN",39.08863889,-79.38363889,6,39.102593612926,0.31
"2518","CVNWR115-19B",2009,"3/31/2009",0,"3/31/2009",0,15,5.1,2.8,"CVN",39.08863889,-79.38363889,6,39.102593612926,-1.44
"2519","CVNWR115-19B",2011,"3/31/2011",0,"3/31/2011",0,16,4.7,2.7,"CVN",39.08863889,-79.38363889,6,39.102593612926,0.93
"2520","CVNWR115-19B",2013,"4/11/2013",0,"4/11/2013",0,8.5,4.2,2.6,"CVN",39.08863889,-79.38363889,6,39.102593612926,-0.54
"2521","CVNWR115-19B",2015,"4/6/2015",0,"4/6/2015",0,14,7.15,2.38,"CVN",39.08863889,-79.38363889,6,39.102593612926,0.83
"2522","CVNWR115-19B",2017,"3/29/2017",0,"3/29/2017",0,16.1,5.4,2.64,"CVN",39.08863889,-79.38363889,6,39.102593612926,0.16
"2523","CVNWR115-20A",2005,"4/1/2005",1,"4/1/2005",0,13,20,15,"CVN",39.08872222,-79.38394444,13,39.102593612926,0.31
"2524","CVNWR115-20A",2006,"4/12/2006",1,"4/12/2006",0,22,9.5,2.9,"CVN",39.08872222,-79.38394444,13,39.102593612926,-2.16
"2525","CVNWR115-20A",2007,"4/4/2007",0,"4/4/2007",0,20,4.8,3.9,"CVN",39.08872222,-79.38394444,13,39.102593612926,-0.88
"2526","CVNWR115-20A",2008,"3/28/2008",0,"3/28/2008",0,13,3.4,2.9,"CVN",39.08872222,-79.38394444,13,39.102593612926,1.54
"2527","CVNWR115-20A",2009,"3/31/2009",0,"3/31/2009",0,13,3.6,2.2,"CVN",39.08872222,-79.38394444,13,39.102593612926,-1.44
"2528","CVNWR115-20A",2011,"3/31/2011",0,"3/31/2011",0,16,3.6,2.2,"CVN",39.08872222,-79.38394444,13,39.102593612926,0.93
"2529","CVNWR115-20A",2012,"3/21/2012",0,"3/21/2012",0,19,3.4,2,"CVN",39.08872222,-79.38394444,13,39.102593612926,-0.78
"2530","CVNWR115-20A",2013,"4/11/2013",0,"4/11/2013",0,15.5,4.5,3.2,"CVN",39.08872222,-79.38394444,13,39.102593612926,-0.54
"2531","CVNWR115-20A",2014,"4/9/2014",0,"4/9/2014",0,14,5.6,3.6,"CVN",39.08872222,-79.38394444,13,39.102593612926,-0.3
"2532","CVNWR115-20A",2015,"4/6/2015",0,"4/6/2015",0,13,5.2,3.6,"CVN",39.08872222,-79.38394444,13,39.102593612926,0.83
"2533","CVNWR115-20A",2016,"3/23/2016",0,"3/23/2016",0,15.1,5.8,4.4,"CVN",39.08872222,-79.38394444,13,39.102593612926,-1.63
"2534","CVNWR115-20A",2017,"3/29/2017",0,"3/29/2017",0,15,3.57,1.86,"CVN",39.08872222,-79.38394444,13,39.102593612926,0.16
"2535","CVNWR115-20A",2018,"4/12/2018",0,"4/12/2018",0,13,3.4,4.3,"CVN",39.08872222,-79.38394444,13,39.102593612926,1.69
"2536","CVNWR115-22A",2005,"4/1/2005",6,"4/1/2005",0,10,6,5,"CVN",39.08888889,-79.38408333,14,39.102593612926,0.31
"2537","CVNWR115-22A",2006,"4/12/2006",12,"4/12/2006",1,13,4.9,4,"CVN",39.08888889,-79.38408333,14,39.102593612926,-2.16
"2538","CVNWR115-22A",2007,"4/4/2007",12,"4/4/2007",4,16,4.9,3.9,"CVN",39.08888889,-79.38408333,14,39.102593612926,-0.88
"2539","CVNWR115-22A",2008,"4/8/2008",7,"3/28/2008",0,10,4.2,3.7,"CVN",39.08888889,-79.38408333,14,39.102593612926,1.54
"2540","CVNWR115-22A",2009,"3/31/2009",2,"3/31/2009",0,14,5.7,5.1,"CVN",39.08888889,-79.38408333,14,39.102593612926,-1.44
"2541","CVNWR115-22A",2010,"4/8/2010",0,"4/27/2010",3,21,4.3,3.5,"CVN",39.08888889,-79.38408333,14,39.102593612926,-0.67
"2542","CVNWR115-22A",2011,"3/31/2011",0,"3/31/2011",0,10,4.9,3.3,"CVN",39.08888889,-79.38408333,14,39.102593612926,0.93
"2543","CVNWR115-22A",2012,"3/21/2012",0,"3/21/2012",0,15,4.4,3.3,"CVN",39.08888889,-79.38408333,14,39.102593612926,-0.78
"2544","CVNWR115-22A",2013,"4/11/2013",0,"4/11/2013",0,12,4.8,3.4,"CVN",39.08888889,-79.38408333,14,39.102593612926,-0.54
"2545","CVNWR115-22A",2014,"4/9/2014",0,"4/9/2014",0,14,6.5,4.9,"CVN",39.08888889,-79.38408333,14,39.102593612926,-0.3
"2546","CVNWR115-22A",2015,"4/6/2015",0,"4/6/2015",0,10,4.72,3.59,"CVN",39.08888889,-79.38408333,14,39.102593612926,0.83
"2547","CVNWR115-22A",2016,"3/23/2016",0,"3/23/2016",0,9.5,8.2,4.3,"CVN",39.08888889,-79.38408333,14,39.102593612926,-1.63
"2548","CVNWR115-22A",2017,"3/29/2017",0,"3/29/2017",0,11.9,4.81,3.49,"CVN",39.08888889,-79.38408333,14,39.102593612926,0.16
"2549","CVNWR115-22A",2018,"4/12/2018",0,"4/12/2018",0,13,5.9,3.5,"CVN",39.08888889,-79.38408333,14,39.102593612926,1.69
"2550","CVNWR115-23A",2005,"4/1/2005",0,"4/1/2005",0,23,17,3,"CVN",39.08891667,-79.38475,13,39.102593612926,0.31
"2551","CVNWR115-23A",2006,"3/31/2006",0,"3/31/2006",0,9,4.1,3.2,"CVN",39.08891667,-79.38475,13,39.102593612926,-2.16
"2552","CVNWR115-23A",2007,"4/4/2007",0,"4/4/2007",0,26,9.5,2.9,"CVN",39.08891667,-79.38475,13,39.102593612926,-0.88
"2553","CVNWR115-23A",2008,"3/28/2008",0,"3/28/2008",0,2,8.2,1.1,"CVN",39.08891667,-79.38475,13,39.102593612926,1.54
"2554","CVNWR115-23A",2009,"4/10/2009",0,"4/10/2009",0,12,9.5,3.2,"CVN",39.08891667,-79.38475,13,39.102593612926,-1.44
"2555","CVNWR115-23A",2011,"3/31/2011",0,"3/31/2011",0,12,9.4,2.7,"CVN",39.08891667,-79.38475,13,39.102593612926,0.93
"2556","CVNWR115-23A",2012,"3/21/2012",0,"3/21/2012",0,14,9,2.5,"CVN",39.08891667,-79.38475,13,39.102593612926,-0.78
"2557","CVNWR115-23A",2013,"4/11/2013",0,"4/11/2013",0,9.5,8.75,2.7,"CVN",39.08891667,-79.38475,13,39.102593612926,-0.54
"2558","CVNWR115-23A",2014,"4/9/2014",0,"5/2/2014",4,12,11.8,5.6,"CVN",39.08891667,-79.38475,13,39.102593612926,-0.3
"2559","CVNWR115-23A",2015,"4/6/2015",0,"4/6/2015",0,11,9.58,5.58,"CVN",39.08891667,-79.38475,13,39.102593612926,0.83
"2560","CVNWR115-23A",2016,"3/23/2016",0,"3/23/2016",0,13.5,13.9,12,"CVN",39.08891667,-79.38475,13,39.102593612926,-1.63
"2561","CVNWR115-23A",2017,"3/29/2017",0,"3/29/2017",0,11.7,9.33,2.63,"CVN",39.08891667,-79.38475,13,39.102593612926,0.16
"2562","CVNWR115-23A",2018,"4/12/2018",0,"4/12/2018",0,12,10.3,5.8,"CVN",39.08891667,-79.38475,13,39.102593612926,1.69
"2563","CVNWR115-2A",2005,"4/14/2005",9,"4/14/2005",4,21,10.5,9.5,"CVN",39.09,-79.38361111,14,39.102593612926,0.31
"2564","CVNWR115-2A",2006,"3/29/2006",22,"4/12/2006",8,20,9.7,8.6,"CVN",39.09,-79.38361111,14,39.102593612926,-2.16
"2565","CVNWR115-2A",2007,"4/4/2007",21,"4/12/2007",9,22,9.4,7,"CVN",39.09,-79.38361111,14,39.102593612926,-0.88
"2566","CVNWR115-2A",2008,"3/28/2008",15,"4/8/2008",1,25,9.4,9.2,"CVN",39.09,-79.38361111,14,39.102593612926,1.54
"2567","CVNWR115-2A",2009,"3/31/2009",10,"4/10/2009",5,18,9.9,9.1,"CVN",39.09,-79.38361111,14,39.102593612926,-1.44
"2568","CVNWR115-2A",2010,"4/8/2010",2,"4/27/2010",21,20,8.9,5.1,"CVN",39.09,-79.38361111,14,39.102593612926,-0.67
"2569","CVNWR115-2A",2011,"3/31/2011",13,"4/8/2011",6,20,8.9,5,"CVN",39.09,-79.38361111,14,39.102593612926,0.93
"2570","CVNWR115-2A",2012,"3/21/2012",12,"4/2/2012",36,22,9.8,6.4,"CVN",39.09,-79.38361111,14,39.102593612926,-0.78
"2571","CVNWR115-2A",2013,"4/11/2013",5,"4/24/2013",13,25,9.6,5.4,"CVN",39.09,-79.38361111,14,39.102593612926,-0.54
"2572","CVNWR115-2A",2014,"4/9/2014",7,"4/23/2014",8,19.3,8.8,6.3,"CVN",39.09,-79.38361111,14,39.102593612926,-0.3
"2573","CVNWR115-2A",2015,"4/6/2015",5,"4/15/2015",15,24,9.4,6.2,"CVN",39.09,-79.38361111,14,39.102593612926,0.83
"2574","CVNWR115-2A",2016,"3/23/2016",8,"3/30/2016",8,18.2,9.3,6.5,"CVN",39.09,-79.38361111,14,39.102593612926,-1.63
"2575","CVNWR115-2A",2017,"3/29/2017",3,"4/13/2017",11,23.6,9.61,6.64,"CVN",39.09,-79.38361111,14,39.102593612926,0.16
"2576","CVNWR115-2A",2018,"4/12/2018",1,"4/27/2018",5,23,11.5,5.6,"CVN",39.09,-79.38361111,14,39.102593612926,1.69
"2577","CVNWR115-2B",2005,"3/30/2005",0,"3/30/2005",0,10.5,3,2.2,"CVN",39.08988889,-79.38338889,14,39.102593612926,0.31
"2578","CVNWR115-2B",2006,"3/29/2006",0,"3/29/2006",0,9,3.35,2.85,"CVN",39.08988889,-79.38338889,14,39.102593612926,-2.16
"2579","CVNWR115-2B",2007,"4/4/2007",0,"4/4/2007",0,13,4.3,3.2,"CVN",39.08988889,-79.38338889,14,39.102593612926,-0.88
"2580","CVNWR115-2B",2008,"3/28/2008",0,"3/28/2008",0,9.5,3.5,3.1,"CVN",39.08988889,-79.38338889,14,39.102593612926,1.54
"2581","CVNWR115-2B",2009,"3/31/2009",0,"3/31/2009",0,10.5,3.6,90,"CVN",39.08988889,-79.38338889,14,39.102593612926,-1.44
"2582","CVNWR115-2B",2010,"4/8/2010",0,"4/8/2010",0,11,3.1,2.8,"CVN",39.08988889,-79.38338889,14,39.102593612926,-0.67
"2583","CVNWR115-2B",2011,"3/31/2011",0,"3/31/2011",0,11,3.3,2.9,"CVN",39.08988889,-79.38338889,14,39.102593612926,0.93
"2584","CVNWR115-2B",2012,"3/21/2012",1,"3/21/2012",0,8,3,2.5,"CVN",39.08988889,-79.38338889,14,39.102593612926,-0.78
"2585","CVNWR115-2B",2013,"4/11/2013",0,"4/11/2013",0,9,3.3,2.5,"CVN",39.08988889,-79.38338889,14,39.102593612926,-0.54
"2586","CVNWR115-2B",2014,"4/9/2014",0,"4/9/2014",0,7,3,2.3,"CVN",39.08988889,-79.38338889,14,39.102593612926,-0.3
"2587","CVNWR115-2B",2015,"4/6/2015",0,"4/6/2015",0,10,3.01,2.82,"CVN",39.08988889,-79.38338889,14,39.102593612926,0.83
"2588","CVNWR115-2B",2016,"3/23/2016",0,"3/23/2016",0,10.1,3.7,3.3,"CVN",39.08988889,-79.38338889,14,39.102593612926,-1.63
"2589","CVNWR115-2B",2017,"3/29/2017",0,"3/29/2017",0,11.3,3.19,2.79,"CVN",39.08988889,-79.38338889,14,39.102593612926,0.16
"2590","CVNWR115-2B",2018,"4/27/2018",0,"4/27/2018",0,10,3.7,3.1,"CVN",39.08988889,-79.38338889,14,39.102593612926,1.69
"2591","CVNWR115-2C",2005,"4/14/2005",1,"4/14/2005",0,12,5,2,"CVN",39.08977778,-79.38319444,13,39.102593612926,0.31
"2592","CVNWR115-2C",2006,"4/12/2006",4,"3/29/2006",0,10,6.7,3.1,"CVN",39.08977778,-79.38319444,13,39.102593612926,-2.16
"2593","CVNWR115-2C",2007,"4/4/2007",3,"4/4/2007",0,16,7.6,3.2,"CVN",39.08977778,-79.38319444,13,39.102593612926,-0.88
"2594","CVNWR115-2C",2008,"3/28/2008",1,"3/28/2008",0,10,6.4,2.9,"CVN",39.08977778,-79.38319444,13,39.102593612926,1.54
"2595","CVNWR115-2C",2009,"3/31/2009",0,"3/31/2009",0,13,6.8,3.2,"CVN",39.08977778,-79.38319444,13,39.102593612926,-1.44
"2596","CVNWR115-2C",2011,"3/31/2011",0,"3/31/2011",0,12,7,3.4,"CVN",39.08977778,-79.38319444,13,39.102593612926,0.93
"2597","CVNWR115-2C",2012,"3/21/2012",0,"3/21/2012",0,9,5.9,2.6,"CVN",39.08977778,-79.38319444,13,39.102593612926,-0.78
"2598","CVNWR115-2C",2013,"4/11/2013",0,"4/11/2013",0,10,7,2.8,"CVN",39.08977778,-79.38319444,13,39.102593612926,-0.54
"2599","CVNWR115-2C",2014,"4/9/2014",0,"4/9/2014",0,6.9,6.1,2.4,"CVN",39.08977778,-79.38319444,13,39.102593612926,-0.3
"2600","CVNWR115-2C",2015,"4/6/2015",0,"4/6/2015",0,13,7.3,3.4,"CVN",39.08977778,-79.38319444,13,39.102593612926,0.83
"2601","CVNWR115-2C",2016,"3/23/2016",0,"3/23/2016",0,12.1,8.9,4,"CVN",39.08977778,-79.38319444,13,39.102593612926,-1.63
"2602","CVNWR115-2C",2017,"3/29/2017",0,"3/29/2017",0,12.1,7.06,3.11,"CVN",39.08977778,-79.38319444,13,39.102593612926,0.16
"2603","CVNWR115-2C",2018,"4/27/2018",0,"4/27/2018",0,11,7.9,3.3,"CVN",39.08977778,-79.38319444,13,39.102593612926,1.69
"2604","CVNWR115-3C",2005,"3/31/2005",0,"4/14/2005",4,25,27,7,"CVN",39.08994444,-79.38275,14,39.102593612926,0.31
"2605","CVNWR115-3C",2006,"4/12/2006",6,"4/12/2006",2,19,15.4,4.1,"CVN",39.08994444,-79.38275,14,39.102593612926,-2.16
"2606","CVNWR115-3C",2007,"4/4/2007",1,"4/4/2007",3,15,14.4,3.8,"CVN",39.08994444,-79.38275,14,39.102593612926,-0.88
