"","Pools","Year","Max_RSYL_Date","Max_RSYL","Max_AMAC_Date","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","PDSI"
"1","ANWR35 I-1",2004,"5/11/2004",1,"5/11/2004",1,39.5,54.7,41.5,"MHN",46.94722222,-67.87555556,7,45.523678645614,0.34
"2","ANWR35 I-1",2013,"5/30/2013",5,"5/30/2013",18,62,57,31.5,"MHN",46.94722222,-67.87555556,7,45.523678645614,0.57
"3","ANWR35 I-1",2014,"5/21/2014",137,"5/28/2014",42,66,72.6,35,"MHN",46.94722222,-67.87555556,7,45.523678645614,1.7
"4","ANWR35 I-1",2015,"5/13/2015",13,"5/13/2015",9,58.42,83.85,37.2,"MHN",46.94722222,-67.87555556,7,45.523678645614,-1.79
"5","ANWR35 I-1",2016,"5/10/2016",121,"5/21/2016",34,44.45,81,41,"MHN",46.94722222,-67.87555556,7,45.523678645614,-0.88
"6","ANWR35 I-1",2017,"5/12/2017",190,"5/12/2017",100,58.4,70,46,"MHN",46.94722222,-67.87555556,7,45.523678645614,1.1
"7","ANWR35 I-1",2018,"5/16/2018",194,"5/16/2018",31,45.7,51,26.8,"MHN",46.94722222,-67.87555556,7,45.523678645614,-0.83
"8","ANWR56b",2004,"5/10/2004",0,"5/10/2004",0,18,26,8.3,"MHN",46.93305556,-67.86527778,4,45.523678645614,0.34
"9","ANWR56b",2013,"5/30/2013",260,"5/30/2013",2,32,43,21,"MHN",46.93305556,-67.86527778,4,45.523678645614,0.57
"10","ANWR56b",2014,"5/15/2014",5,"5/27/2014",1,25,23.7,11.5,"MHN",46.93305556,-67.86527778,4,45.523678645614,1.7
"11","ANWR56b",2015,"5/12/2015",7,"5/18/2015",10,26.67,35.05,13.4,"MHN",46.93305556,-67.86527778,4,45.523678645614,-1.79
"12","ANWRGRNLAW",2013,"5/31/2013",2,"5/21/2015",0,88,72,19,"MHN",46.930441,-67.900555,6,45.523678645614,0.57
"13","ANWRGRNLAW",2014,"5/21/2014",12,"6/3/2014",4,55,46.9,13.45,"MHN",46.930441,-67.900555,6,45.523678645614,1.7
"14","ANWRGRNLAW",2015,"5/14/2015",21,"5/14/2015",18,54.61,50,19.6,"MHN",46.930441,-67.900555,6,45.523678645614,-1.79
"15","ANWRGRNLAW",2016,"5/12/2016",3,"5/21/2016",9,58.42,56,16,"MHN",46.930441,-67.900555,6,45.523678645614,-0.88
"16","ANWRGRNLAW",2017,"5/9/2017",65,"5/17/2017",12,88.9,61,19,"MHN",46.930441,-67.900555,6,45.523678645614,1.1
"17","ANWRGRNLAW",2018,"5/14/2018",5,"5/14/2018",24,62.2,50,18.4,"MHN",46.930441,-67.900555,6,45.523678645614,-0.83
"18","ANWRGRNLW15-2",2015,"5/14/2015",50,"5/20/2015",12,38,17,7.8,"MHN",46.92263,-67.9075,4,45.523678645614,-1.79
"19","ANWRGRNLW15-2",2016,"5/21/2016",54,"5/21/2016",22,80.48,8.4,4.8,"MHN",46.92263,-67.9075,4,45.523678645614,-0.88
"20","ANWRGRNLW15-2",2017,"5/17/2017",111,"5/17/2017",30,17.2,6.7,124.5,"MHN",46.92263,-67.9075,4,45.523678645614,1.1
"21","ANWRGRNLW15-2",2018,"5/13/2018",97,"5/22/2018",20,45.7,13,7.3,"MHN",46.92263,-67.9075,4,45.523678645614,-0.83
"22","ANWRGRNLW15-3",2015,"5/20/2015",123,"5/20/2015",21,40.6,22.5,7,"MHN",46.92216,-67.90955,4,45.523678645614,-1.79
"23","ANWRGRNLW15-3",2016,"5/12/2016",146,"5/21/2016",34,39.37,31,6.5,"MHN",46.92216,-67.90955,4,45.523678645614,-0.88
"24","ANWRGRNLW15-3",2017,"5/17/2017",204,"5/17/2017",46,55.8,29.5,6.5,"MHN",46.92216,-67.90955,4,45.523678645614,1.1
"25","ANWRGRNLW15-3",2018,"5/13/2018",118,"5/13/2018",34,38,25,9,"MHN",46.92216,-67.90955,4,45.523678645614,-0.83
"26","ANWRGRNLW15-6",2015,"5/17/2015",20,"5/17/2015",4,33.02,10.65,7.7,"MHN",46.92585,-67.92207,4,45.523678645614,-1.79
"27","ANWRGRNLW15-6",2016,"5/21/2016",3,"5/21/2016",4,9,10.4,22.86,"MHN",46.92585,-67.92207,4,45.523678645614,-0.88
"28","ANWRGRNLW15-6",2017,"5/12/2017",2,"5/12/2017",0,40.6,12.9,8.6,"MHN",46.92585,-67.92207,4,45.523678645614,1.1
"29","ANWRGRNLW15-6",2018,"5/13/2018",1,"5/12/2018",6,38.1,10,8.8,"MHN",46.92585,-67.92207,4,45.523678645614,-0.83
"30","ANWRLMAD15-3",2015,"5/23/2015",0,"5/23/2015",29,43.18,13.6,10.93,"MHN",46.96896,-68.0185,4,45.523678645614,-1.79
"31","ANWRLMAD15-3",2016,"5/12/2016",1,"5/12/2016",30,64.77,16,13,"MHN",46.96896,-68.0185,4,45.523678645614,-0.88
"32","ANWRLMAD15-3",2017,"5/9/2017",52,"5/21/2017",61,90.1,22.25,19.1,"MHN",46.96896,-68.0185,4,45.523678645614,1.1
"33","ANWRLMAD15-3",2018,"5/13/2018",46,"5/13/2018",62,68.5,17,13.8,"MHN",46.96896,-68.0185,4,45.523678645614,-0.83
"34","ANWRLoring Trail-C",2014,"5/8/2014",2,"5/8/2014",11,24,4.5,3,"MHN",46.94605,-67.86478,5,45.523678645614,1.7
"35","ANWRLoring Trail-C",2015,"5/21/2015",4,"5/21/2015",12,40.64,15.7,13,"MHN",46.94605,-67.86478,5,45.523678645614,-1.79
"36","ANWRLoring Trail-C",2016,"5/10/2016",7,"5/19/2016",15,33.02,7.5,6.5,"MHN",46.94605,-67.86478,5,45.523678645614,-0.88
"37","ANWRLoring Trail-C",2017,"5/16/2017",3,"5/16/2017",17,38.1,8.1,10.5,"MHN",46.94605,-67.86478,5,45.523678645614,1.1
"38","ANWRLoring Trail-C",2018,"5/17/2018",0,"5/17/2018",10,30.4,8,6,"MHN",46.94605,-67.86478,5,45.523678645614,-0.83
"39","ANWRLoring Trail-S",2018,"5/17/2018",27,"5/17/2018",40,33,23,8,"MHN",46.94426,-67.86518,5,45.523678645614,-0.83
"40","ANWRLoring Trail-S",2014,"5/28/2014",30,"5/28/2014",35,29.5,23,5.75,"MHN",46.94426,-67.86518,5,45.523678645614,1.7
"41","ANWRLoring Trail-S",2015,"5/21/2015",63,"5/21/2015",61,27.94,23.25,8.2,"MHN",46.94426,-67.86518,5,45.523678645614,-1.79
"42","ANWRLoring Trail-S",2016,"5/10/2016",60,"5/10/2016",60,33.02,19,10.5,"MHN",46.94426,-67.86518,5,45.523678645614,-0.88
"43","ANWRLoring Trail-S",2018,"5/17/2018",27,"5/17/2018",40,33,23,8,"MHN",46.94426,-67.86518,5,45.523678645614,-0.83
"44","ANWRNEBR",2013,"5/21/2013",2,"5/21/2013",0,45,22,9,"MHN",46.939834,-67.934616,6,45.523678645614,0.57
"45","ANWRNEBR",2014,"5/15/2014",27,"5/15/2014",0,33,17.5,8.5,"MHN",46.939834,-67.934616,6,45.523678645614,1.7
"46","ANWRNEBR",2015,"5/12/2015",45,"5/20/2015",9,17,18.25,9.5,"MHN",46.939834,-67.934616,6,45.523678645614,-1.79
"47","ANWRNEBR",2016,"5/10/2016",23,"5/10/2016",0,48.26,17.7,11,"MHN",46.939834,-67.934616,6,45.523678645614,-0.88
"48","ANWRNEBR",2017,"5/16/2017",35,"5/8/2017",0,80,17.4,10.25,"MHN",46.939834,-67.934616,6,45.523678645614,1.1
"49","ANWRNEBR",2018,"5/13/2018",36,"5/13/2018",5,55.8,16.7,9,"MHN",46.939834,-67.934616,6,45.523678645614,-0.83
"50","ANWROBAR",2013,"5/20/2013",1,"5/30/2013",26,62,33,27,"MHN",46.948287,-67.858388,6,45.523678645614,0.57
"51","ANWROBAR",2014,"5/28/2014",33,"5/28/2014",27,47,24,27.7,"MHN",46.948287,-67.858388,6,45.523678645614,1.7
"52","ANWROBAR",2015,"5/18/2015",80,"5/18/2015",31,46.9,32.5,29.6,"MHN",46.948287,-67.858388,6,45.523678645614,-1.79
"53","ANWROBAR",2016,"5/10/2016",51,"5/21/2016",20,33,33,30,"MHN",46.948287,-67.858388,6,45.523678645614,-0.88
"54","ANWROBAR",2017,"5/16/2017",73,"5/16/2017",65,46.9,34.5,29.45,"MHN",46.948287,-67.858388,6,45.523678645614,1.1
"55","ANWROBAR",2018,"5/16/2018",45,"5/16/2018",102,40.6,32,20,"MHN",46.948287,-67.858388,6,45.523678645614,-0.83
"56","ANWRRR",2013,"5/30/2013",6,"5/30/2013",180,80,48,29,"MHN",46.941207,-67.865791,6,45.523678645614,0.57
"57","ANWRRR",2014,"5/15/2014",72,"5/15/2014",5,39,33.7,15.9,"MHN",46.941207,-67.865791,6,45.523678645614,1.7
"58","ANWRRR",2015,"5/12/2015",40,"5/21/2015",33,30.48,60,33.1,"MHN",46.941207,-67.865791,6,45.523678645614,-1.79
"59","ANWRRR",2016,"5/19/2016",26,"5/10/2016",47,38.1,33,13.5,"MHN",46.941207,-67.865791,6,45.523678645614,-0.88
"60","ANWRRR",2017,"5/16/2017",80,"5/16/2017",97,70,33.2,26,"MHN",46.941207,-67.865791,6,45.523678645614,1.1
"61","ANWRRR",2018,"5/17/2018",100,"5/17/2018",74,50.8,32.4,21,"MHN",46.941207,-67.865791,6,45.523678645614,-0.83
"62","ANWRRR-N",2013,"5/30/2013",0,"5/30/2013",35,64,42,26,"MHN",46.942688,-67.865471,6,45.523678645614,0.57
"63","ANWRRR-N",2014,"5/15/2014",72,"5/28/2014",126,50,39.6,15.35,"MHN",46.942688,-67.865471,6,45.523678645614,1.7
"64","ANWRRR-N",2015,"5/12/2015",150,"5/18/2015",61,53.34,126,12.5,"MHN",46.942688,-67.865471,6,45.523678645614,-1.79
"65","ANWRRR-N",2016,"5/10/2016",150,"5/19/2016",155,45.72,34,13,"MHN",46.942688,-67.865471,6,45.523678645614,-0.88
"66","ANWRRR-N",2017,"5/16/2017",348,"5/16/2017",64,68.5,38,17.4,"MHN",46.942688,-67.865471,6,45.523678645614,1.1
"67","ANWRRR-N",2018,"5/17/2018",75,"5/24/2018",61,40.6,34.5,17.8,"MHN",46.942688,-67.865471,6,45.523678645614,-0.83
"68","MHNWR106 I-105",2004,"5/14/2004",0,"5/14/2004",0,60,14,6,"MHN",45.07969444,-67.31480556,11,45.523678645614,0.34
"69","MHNWR106 I-105",2006,"5/31/2006",0,"5/25/2006",0,65,23.8,7.8,"MHN",45.07969444,-67.31480556,11,45.523678645614,2.67
"70","MHNWR106 I-105",2007,"5/7/2007",0,"5/14/2007",4,56,15.6,5.3,"MHN",45.07969444,-67.31480556,11,45.523678645614,3.61
"71","MHNWR106 I-105",2010,"5/4/2010",0,"4/26/2010",7,56,14.1,5.2,"MHN",45.07969444,-67.31480556,11,45.523678645614,1.73
"72","MHNWR106 I-105",2011,"5/11/2011",0,"5/11/2011",3,68,38.7,34.5,"MHN",45.07969444,-67.31480556,11,45.523678645614,2.54
"73","MHNWR106 I-105",2013,"5/6/2013",0,"5/6/2013",10,45,17.7,5.5,"MHN",45.07969444,-67.31480556,11,45.523678645614,0.57
"74","MHNWR106 I-105",2014,"5/9/2014",0,"6/16/2014",0,53,15,5.1,"MHN",45.07969444,-67.31480556,11,45.523678645614,1.7
"75","MHNWR106 I-105",2015,"5/8/2015",0,"5/8/2015",9,25,16.7,4.8,"MHN",45.07969444,-67.31480556,11,45.523678645614,-1.79
"76","MHNWR106 I-105",2016,"4/14/2016",0,"4/14/2016",0,43,25,5,"MHN",45.07969444,-67.31480556,11,45.523678645614,-0.88
"77","MHNWR106 I-105",2017,"5/9/2017",0,"5/9/2017",1,38,48,6,"MHN",45.07969444,-67.31480556,11,45.523678645614,1.1
"78","MHNWR106 I-105",2018,"5/7/2018",2,"5/14/2018",3,33,15,15,"MHN",45.07969444,-67.31480556,11,45.523678645614,-0.83
"79","MHNWR106 I-106",2004,"5/14/2004",0,"5/14/2004",1,48,14.5,5,"MHN",45.07975,-67.31494444,11,45.523678645614,0.34
"80","MHNWR106 I-106",2006,"5/31/2006",0,"5/25/2006",0,53,22.2,6.5,"MHN",45.07975,-67.31494444,11,45.523678645614,2.67
"81","MHNWR106 I-106",2007,"5/7/2007",0,"5/7/2007",3,65,15.9,6.4,"MHN",45.07975,-67.31494444,11,45.523678645614,3.61
"82","MHNWR106 I-106",2010,"5/4/2010",0,"4/26/2010",12,41.5,12.3,4.7,"MHN",45.07975,-67.31494444,11,45.523678645614,1.73
"83","MHNWR106 I-106",2011," ",0,"5/19/2011",1,66,24.8,27.4,"MHN",45.07975,-67.31494444,11,45.523678645614,2.54
"84","MHNWR106 I-106",2013,"5/6/2013",0,"5/6/2013",5,60,15.9,6.4,"MHN",45.07975,-67.31494444,11,45.523678645614,0.57
"85","MHNWR106 I-106",2014,"5/9/2014",0,"6/16/2014",0,44,14.5,4.9,"MHN",45.07975,-67.31494444,11,45.523678645614,1.7
"86","MHNWR106 I-106",2015,"5/8/2015",0,"5/8/2015",5,54,15.2,4.9,"MHN",45.07975,-67.31494444,11,45.523678645614,-1.79
"87","MHNWR106 I-106",2016,"4/14/2016",0,"4/26/2016",5,30,33,11,"MHN",45.07975,-67.31494444,11,45.523678645614,-0.88
"88","MHNWR106 I-106",2017,"5/9/2017",0,"5/9/2017",9,35,24,5,"MHN",45.07975,-67.31494444,11,45.523678645614,1.1
"89","MHNWR106 I-106",2018,"5/7/2018",0,"5/14/2018",9,35,16,5,"MHN",45.07975,-67.31494444,11,45.523678645614,-0.83
"90","MHNWR106 I-107",2004,"5/14/2004",0,"5/14/2004",24,49,35.5,13,"MHN",45.07691667,-67.31227778,6,45.523678645614,0.34
"91","MHNWR106 I-107",2014,"6/13/2014",4,"6/13/2014",0,77,38.4,16.6,"MHN",45.07691667,-67.31227778,6,45.523678645614,1.7
"92","MHNWR106 I-107",2015,"5/20/2015",8,"5/20/2015",20,30,39.6,16.8,"MHN",45.07691667,-67.31227778,6,45.523678645614,-1.79
"93","MHNWR106 I-107",2016,"4/14/2016",0,"5/3/2016",39,45,44,17,"MHN",45.07691667,-67.31227778,6,45.523678645614,-0.88
"94","MHNWR106 I-107",2017,"5/9/2017",0,"5/17/2017",26,38,58,9,"MHN",45.07691667,-67.31227778,6,45.523678645614,1.1
"95","MHNWR106 I-107",2018,"5/7/2018",0,"5/7/2018",1,39,26,11,"MHN",45.07691667,-67.31227778,6,45.523678645614,-0.83
"96","MHNWR122A",2005,"5/4/2005",0,"5/4/2005",0,86,13.2,6.6,"MHN",45.07358333,-67.30611111,11,45.523678645614,3.43
"97","MHNWR122A",2006,"5/25/2006",0,"5/25/2006",0,32,11,5.9,"MHN",45.07358333,-67.30611111,11,45.523678645614,2.67
"98","MHNWR122A",2007,"5/3/2007",0,"5/3/2007",0,39,16.3,10.2,"MHN",45.07358333,-67.30611111,11,45.523678645614,3.61
"99","MHNWR122A",2010,"4/29/2010",0,"4/29/2010",0,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,1.73
"100","MHNWR122A",2011,"5/2/2011",0,"5/2/2011",0,40,15.4,7,"MHN",45.07358333,-67.30611111,11,45.523678645614,2.54
"101","MHNWR122A",2013,"5/7/2013",0,"5/7/2013",0,20,7.2,2.2,"MHN",45.07358333,-67.30611111,11,45.523678645614,0.57
"102","MHNWR122A",2014,"5/6/2014",0,"5/6/2014",0,23,11.2,4.1,"MHN",45.07358333,-67.30611111,11,45.523678645614,1.7
"103","MHNWR122A",2015,"5/7/2015",0,"5/7/2015",0,33,11.9,6.7,"MHN",45.07358333,-67.30611111,11,45.523678645614,-1.79
"104","MHNWR122A",2016,"4/13/2016",0,"4/13/2016",0,26,12,7,"MHN",45.07358333,-67.30611111,11,45.523678645614,-0.88
"105","MHNWR122A",2017,"5/11/2017",0,"5/11/2017",0,20,17,8,"MHN",45.07358333,-67.30611111,11,45.523678645614,1.1
"106","MHNWR122A",2018,"5/1/2018",0,"5/1/2018",0,33,14,5.5,"MHN",45.07358333,-67.30611111,11,45.523678645614,-0.83
"107","MHNWR122B",2005,"5/4/2005",9,"5/4/2005",5,200,45.5,12,"MHN",45.07280556,-67.30558333,11,45.523678645614,3.43
"108","MHNWR122B",2006,"5/15/2006",0,"5/15/2006",1,100,29.3,10.6,"MHN",45.07280556,-67.30558333,11,45.523678645614,2.67
"109","MHNWR122B",2007,"5/3/2007",4,"5/10/2007",8,100,30.9,12.1,"MHN",45.07280556,-67.30558333,11,45.523678645614,3.61
"110","MHNWR122B",2010,"4/29/2010",1,"4/29/2010",12,80.5,26,8.1,"MHN",45.07280556,-67.30558333,11,45.523678645614,1.73
"111","MHNWR122B",2011,"5/2/2011",0,"5/12/2011",10,100,29.8,13.7,"MHN",45.07280556,-67.30558333,11,45.523678645614,2.54
"112","MHNWR122B",2013,"5/7/2013",2,"5/7/2013",14,95,28,8.2,"MHN",45.07280556,-67.30558333,11,45.523678645614,0.57
"113","MHNWR122B",2014,"5/6/2014",2,"6/13/2014",12,100,32.5,8.7,"MHN",45.07280556,-67.30558333,11,45.523678645614,1.7
"114","MHNWR122B",2015,"5/15/2015",2,"5/15/2015",7,95,31.1,15.2,"MHN",45.07280556,-67.30558333,11,45.523678645614,-1.79
"115","MHNWR122B",2016,"5/2/2016",4,"5/2/2016",15,90,33,8,"MHN",45.07280556,-67.30558333,11,45.523678645614,-0.88
"116","MHNWR122B",2017,"5/11/2017",0,"5/18/2017",13,130,58,18,"MHN",45.07280556,-67.30558333,11,45.523678645614,1.1
"117","MHNWR122B",2018,"5/1/2018",0,"5/16/2018",14,120,53,15,"MHN",45.07280556,-67.30558333,11,45.523678645614,-0.83
"118","MHNWR122C",2005,"5/4/2005",0,"5/4/2005",1,82,38.5,9.4,"MHN",45.07302778,-67.30541667,11,45.523678645614,3.43
"119","MHNWR122C",2006,"5/15/2006",0,"5/15/2006",0,72,23.2,8.5,"MHN",45.07302778,-67.30541667,11,45.523678645614,2.67
"120","MHNWR122C",2007,"5/3/2007",0,"5/3/2007",0,76,36.4,9.8,"MHN",45.07302778,-67.30541667,11,45.523678645614,3.61
"121","MHNWR122C",2010,"4/29/2010",0,"4/29/2010",1,42,16.5,5.9,"MHN",45.07302778,-67.30541667,11,45.523678645614,1.73
"122","MHNWR122C",2011,"5/2/2011",0,"5/12/2011",4,77,35.7,9.2,"MHN",45.07302778,-67.30541667,11,45.523678645614,2.54
"123","MHNWR122C",2013,"5/7/2013",0,"5/7/2013",5,60,32.7,8,"MHN",45.07302778,-67.30541667,11,45.523678645614,0.57
"124","MHNWR122C",2014,"5/6/2014",0,"6/16/2014",0,65,29.6,6.2,"MHN",45.07302778,-67.30541667,11,45.523678645614,1.7
"125","MHNWR122C",2015,"5/7/2015",0,"5/28/2015",1,55,36.8,10.7,"MHN",45.07302778,-67.30541667,11,45.523678645614,-1.79
"126","MHNWR122C",2016,"4/13/2016",0,"5/2/2016",4,46,34,9,"MHN",45.07302778,-67.30541667,11,45.523678645614,-0.88
"127","MHNWR122C",2017,"5/11/2017",0,"5/11/2017",0,43,39,7,"MHN",45.07302778,-67.30541667,11,45.523678645614,1.1
"128","MHNWR122C",2018,"5/1/2018",0,"5/1/2018",0,85,49,8,"MHN",45.07302778,-67.30541667,11,45.523678645614,-0.83
"129","MHNWR122D",2005,"5/10/2005",0,"5/10/2005",0,36,21.5,9.5,"MHN",45.07311111,-67.30505556,9,45.523678645614,3.43
"130","MHNWR122D",2006,"5/15/2006",0,"5/15/2006",0,24,17.2,9.2,"MHN",45.07311111,-67.30505556,9,45.523678645614,2.67
"131","MHNWR122D",2007,"5/3/2007",0,"5/3/2007",0,29,24.3,10,"MHN",45.07311111,-67.30505556,9,45.523678645614,3.61
"132","MHNWR122D",2011,"5/2/2011",0,"5/2/2011",0,36,19.5,12,"MHN",45.07311111,-67.30505556,9,45.523678645614,2.54
"133","MHNWR122D",2014,"5/6/2014",0," ",0,32,12.3,5.8,"MHN",45.07311111,-67.30505556,9,45.523678645614,1.7
"134","MHNWR122D",2015,"5/7/2015",0,"5/7/2015",0,30,27.4,10.9,"MHN",45.07311111,-67.30505556,9,45.523678645614,-1.79
"135","MHNWR122D",2016,"4/13/2016",0,"4/13/2016",0,30,30,8,"MHN",45.07311111,-67.30505556,9,45.523678645614,-0.88
"136","MHNWR122D",2017,"5/11/2017",0,"5/11/2017",0,28,25,12,"MHN",45.07311111,-67.30505556,9,45.523678645614,1.1
"137","MHNWR122D",2018,"5/1/2018",0,"5/1/2018",0,43,28,6,"MHN",45.07311111,-67.30505556,9,45.523678645614,-0.83
"138","MHNWR122E",2005,"5/10/2005",0,"5/10/2005",8,46,33,14,"MHN",45.07269444,-67.30413889,11,45.523678645614,3.43
"139","MHNWR122E",2006,"5/24/2006",4,"5/24/2006",0,60,34.3,25.5,"MHN",45.07269444,-67.30413889,11,45.523678645614,2.67
"140","MHNWR122E",2007,"5/3/2007",0,"5/17/2007",3,56,38.1,17.6,"MHN",45.07269444,-67.30413889,11,45.523678645614,3.61
"141","MHNWR122E",2010,"5/12/2010",0,"5/12/2010",12,46,34.6,32.3,"MHN",45.07269444,-67.30413889,11,45.523678645614,1.73
"142","MHNWR122E",2011,"5/3/2011",0,"5/3/2011",23,50,40.2,28.6,"MHN",45.07269444,-67.30413889,11,45.523678645614,2.54
"143","MHNWR122E",2013,"5/7/2013",1,"5/7/2013",27,50,49,23,"MHN",45.07269444,-67.30413889,11,45.523678645614,0.57
"144","MHNWR122E",2014,"6/10/2014",1,"6/10/2014",12,65,38.2,7.5,"MHN",45.07269444,-67.30413889,11,45.523678645614,1.7
"145","MHNWR122E",2015,"5/7/2015",0,"5/28/2015",9,40,41.1,22.6,"MHN",45.07269444,-67.30413889,11,45.523678645614,-1.79
"146","MHNWR122E",2016,"4/22/2016",9,"4/22/2016",7,45,55,42,"MHN",45.07269444,-67.30413889,11,45.523678645614,-0.88
"147","MHNWR122E",2017,"4/27/2017",0,"5/18/2017",13,52,23,13,"MHN",45.07269444,-67.30413889,11,45.523678645614,1.1
"148","MHNWR122E",2018,"5/1/2018",0,"5/16/2018",8,68,54,18,"MHN",45.07269444,-67.30413889,11,45.523678645614,-0.83
"149","MHNWR122F",2005,"5/10/2005",0,"5/10/2005",0,40,15,12,"MHN",45.07322222,-67.30422222,11,45.523678645614,3.43
"150","MHNWR122F",2006,"5/15/2006",0,"5/15/2006",0,44,13.7,14.3,"MHN",45.07322222,-67.30422222,11,45.523678645614,2.67
"151","MHNWR122F",2007,"5/4/2007",0,"5/17/2007",1,45,17.5,12.9,"MHN",45.07322222,-67.30422222,11,45.523678645614,3.61
"152","MHNWR122F",2010,"4/28/2010",0,"4/28/2010",7,32,12.6,8.2,"MHN",45.07322222,-67.30422222,11,45.523678645614,1.73
"153","MHNWR122F",2011,"5/4/2011",0,"5/4/2011",1,44,15,12.2,"MHN",45.07322222,-67.30422222,11,45.523678645614,2.54
"154","MHNWR122F",2013,"5/7/2013",0,"5/7/2013",7,34,20.5,11.8,"MHN",45.07322222,-67.30422222,11,45.523678645614,0.57
"155","MHNWR122F",2014,"5/6/2014",0,"6/10/2014",0,48,16,9,"MHN",45.07322222,-67.30422222,11,45.523678645614,1.7
"156","MHNWR122F",2015,"5/15/2015",3,"5/15/2015",21,35,41.1,9.8,"MHN",45.07322222,-67.30422222,11,45.523678645614,-1.79
"157","MHNWR122F",2016,"4/13/2016",0,"5/2/2016",3,35,17,17,"MHN",45.07322222,-67.30422222,11,45.523678645614,-0.88
"158","MHNWR122F",2017,"5/11/2017",0,"5/11/2017",0,36,15,14,"MHN",45.07322222,-67.30422222,11,45.523678645614,1.1
"159","MHNWR122F",2018,"5/1/2018",0,"5/1/2018",0,42,18,13,"MHN",45.07322222,-67.30422222,11,45.523678645614,-0.83
"160","MHNWR122G",2005,"5/12/2005",0,"5/12/2005",0,60,8.7,9.9,"MHN",45.07225,-67.30397222,11,45.523678645614,3.43
"161","MHNWR122G",2006,"5/24/2006",0,"5/24/2006",0,64,13.1,11.1,"MHN",45.07225,-67.30397222,11,45.523678645614,2.67
"162","MHNWR122G",2007,"5/4/2007",2,"5/17/2007",5,54,13.5,10.2,"MHN",45.07225,-67.30397222,11,45.523678645614,3.61
"163","MHNWR122G",2010,"5/12/2010",0,"4/28/2010",9,33.7,9.6,6.7,"MHN",45.07225,-67.30397222,11,45.523678645614,1.73
"164","MHNWR122G",2011,"5/2/2011",0,"5/19/2011",9,52,11.1,13.7,"MHN",45.07225,-67.30397222,11,45.523678645614,2.54
"165","MHNWR122G",2013,"5/7/2013",0,"5/7/2013",1,48,12.8,11,"MHN",45.07225,-67.30397222,11,45.523678645614,0.57
"166","MHNWR122G",2014,"6/10/2014",2,"6/10/2014",11,58,11.2,6.6,"MHN",45.07225,-67.30397222,11,45.523678645614,1.7
"167","MHNWR122G",2015,"5/7/2015",0,"5/15/2015",11,50,10.9,9.7,"MHN",45.07225,-67.30397222,11,45.523678645614,-1.79
"168","MHNWR122G",2016,"5/2/2016",1,"5/2/2016",12,40,13,12,"MHN",45.07225,-67.30397222,11,45.523678645614,-0.88
"169","MHNWR122G",2017,"5/11/2017",0,"5/18/2017",6,44,12,12,"MHN",45.07225,-67.30397222,11,45.523678645614,1.1
"170","MHNWR122G",2018,"5/1/2018",0,"5/16/2018",3,45,10,9,"MHN",45.07225,-67.30397222,11,45.523678645614,-0.83
"171","MHNWR122H",2005,"5/13/2005",0,"5/13/2005",0,36,50,30,"MHN",45.07361111,-67.30294444,11,45.523678645614,3.43
"172","MHNWR122H",2006,"5/15/2006",0,"5/24/2006",2,28,32,18.5,"MHN",45.07361111,-67.30294444,11,45.523678645614,2.67
"173","MHNWR122H",2007,"5/4/2007",0,"5/17/2007",1,45,47.7,25.5,"MHN",45.07361111,-67.30294444,11,45.523678645614,3.61
"174","MHNWR122H",2010,"5/12/2010",0,"4/28/2010",7,27.4,30.4,17.4,"MHN",45.07361111,-67.30294444,11,45.523678645614,1.73
"175","MHNWR122H",2011,"5/4/2011",0,"5/13/2011",11,38,40.7,46.6,"MHN",45.07361111,-67.30294444,11,45.523678645614,2.54
"176","MHNWR122H",2013,"5/7/2013",0,"5/7/2013",6,30,38,18.7,"MHN",45.07361111,-67.30294444,11,45.523678645614,0.57
"177","MHNWR122H",2014,"5/6/2014",0,"6/2/2014",5,33,52,21,"MHN",45.07361111,-67.30294444,11,45.523678645614,1.7
"178","MHNWR122H",2015,"5/6/2015",0,"5/13/2015",5,29,34.4,23.2,"MHN",45.07361111,-67.30294444,11,45.523678645614,-1.79
"179","MHNWR122H",2016,"5/25/2016",1,"5/25/2016",2,33,46,24,"MHN",45.07361111,-67.30294444,11,45.523678645614,-0.88
"180","MHNWR122H",2017,"5/11/2017",0,"5/18/2017",2,32,56,27,"MHN",45.07361111,-67.30294444,11,45.523678645614,1.1
"181","MHNWR122H",2018,"5/1/2018",0,"5/16/2018",4,35,55,23,"MHN",45.07361111,-67.30294444,11,45.523678645614,-0.83
"182","MHNWR131A",2005,"5/18/2005",0,"5/18/2005",0,28,8.7,6.4,"MHN",45.12697222,-67.29833333,11,45.523678645614,3.43
"183","MHNWR131A",2006,"5/8/2006",3,"5/8/2006",0,34,10.5,5.9,"MHN",45.12697222,-67.29833333,11,45.523678645614,2.67
"184","MHNWR131A",2007,"5/9/2007",1,"5/9/2007",3,40,11.6,10.9,"MHN",45.12697222,-67.29833333,11,45.523678645614,3.61
"185","MHNWR131A",2010,"5/4/2010",0,"4/26/2010",15,30.3,9.7,8.4,"MHN",45.12697222,-67.29833333,11,45.523678645614,1.73
"186","MHNWR131A",2011,"5/12/2011",3,"5/12/2011",15,31,10.9,10.8,"MHN",45.12697222,-67.29833333,11,45.523678645614,2.54
